Reviews,Ratings,Dates,Website
Reds is a classy place with a great location (which attracted me) but their steak isn't anywhere near the high end they aspire to and the service is just average. I'd go back for drinks but would make dinner reservations elsewhere.,1.0,2015-11-17,TripAdvisor
"Had dinner at Reds Midtown Tavern. The service was average at best, as there were times we could not find our server. Nice restaurant décor and daily drink specials. Food was very good, but they cut-back on portion sizes, which puts the value of eating their into question. Still 50-50 as to whether I'll go back.",3.0,2015-11-15,TripAdvisor
"We ate here before the theatre on the recommendation of the concierge at the hotel. Easy to find, lots of friendly staff, not too busy on a Friday night great vibe. The food is excellent. There were numerous issues with the service - new waitress - annoying manager - bait-and-switch on the wine with no discussion - incorrect bill. They comped us dessert to make up for it. We'd go back - food was that good.",4.0,2015-11-15,TripAdvisor
Took over an hour to get our food and it was pretty bad for what we paid. Our steaks were done wrong and the linguini was all lumpy. The server spilt beer on the birthday boy and didn't even apologize. The atmosphere is beautiful though.,1.0,2015-11-09,TripAdvisor
"this bar and restaurant is well situated in Yonge Street and close to several large hotels. Walking in I felt we stepped back into the 20s exposed brick, wine bottle chandelier, wood everywhere and a large selection of gin drinks. The also were running classic black and white movies on their TV screens (some framed to look like old photos. We were waiting for our group to arrive so had a drink in the bar as they had a large selection of wines and cocktails. We were then seated in the restaurant side. We had only one server for about 10 of us but he did a fine job. The menu has a large selection of foods with both a curry and a fish dish being rotated daily. Monday was Madras Curry with Lamb - well cooked lamb and a curry that had the right amount of heat served with jasmine rice and some yogurt. Service was attentive and friendly. The brick made it loud and I'm sure if it were later in the week some of our group would not have been able to hear their tablemates well. I think we all enjoyed our meals and would go back.",4.0,2015-11-07,TripAdvisor
"Had a great steak that was inexpensive compared to some steak houses and it came with a salad and a side. The baked potato alone would have cost you $8 at some places and the entire mean was only about $20 Canadian. Busy, noisy bar-type restaurant.",5.0,2015-11-06,TripAdvisor
"During the Jays finals, went one night for drinks. It was actually quieter on a Friday night as they had just lost one and the crowds were tame. Decent wine selection - though not for the wine buff - no dates on wines, just names, but about 6 by the glass varietals. Attentive service, though we were never quite sure who was our wait staff, but just look like you had a question and somebody was there quickly.",4.0,2015-11-03,TripAdvisor
We ate here twice as it was across the road from the Chelsea Hotel where we stayed. The food was good but we waited 15 mins to be seated. Wait staff could see us standing there but ignored us. In the end we seated ourselves! Food was good and came fast. We didn't know Toronto so relied on Trip Advisor reviews who gave this restaurant a good rating.,4.0,2015-10-26,TripAdvisor
"On first impressions, the place is nice. Decor is awesome and staff are well dressed and professional looking. This ends as soon as you are seated. I've been in the industry for 20 years so I notice things and I know how things work. There is no excuse for poor service. We were staying in the area and decided to stop in here for a quick drink and a snack after a day of shopping. It was late afternoon and in between lunch and dinner rushes. We sat in the bar area and from what I could see there appeared to be more staff that patrons. We ordered drinks and an appetizer to share. Beers are 14oz, not a standard 20oz pint but you pay 20oz prices. Beer temp was off and beer was warm while my Caesar was weak and tasteless. There was a situation in the kitchen which slowed our food down, the manager came over and explained and apologized which was perfectly acceptable, these things happen, I get it. However, while we waited 20+ minutes for a simple appetizer, we were never offered another round of drinks and sat with empty glasses until we were able to flag someone down to request another drink! I'd like to add that there were several staff milling around the bar area in plain view chatting with what I can only assume were off duty staff sitting at the bar. All while we sat with no food and no drinks!!!! Our food was good, fresh and hot but tiny portion given the price. Undersized and overpriced was my general impression. The service might have made up for it if anyone had bothered paying attention to us. Brutal. Don't waste your money here. There are lots of other great places to eat around here, no wonder it was empty on a Saturday afternoon.",1.0,2015-10-26,TripAdvisor
"Overall, food was good however the server lacked any sort of social skills. Very to-the-point however come time to pay she began asking where we were from. Also, we were seated in a booth in the back in the complete dark with minimal lighting that my dad was using his flashlight on his cellphone. She noticed this however didn't say anything. Eventually we asked about the lighting and 20min later (at the end of our meal) the lifting was fixed.This was my second time here and I raved about the first time however I'm not sure if I would recommend this restaurant again.",3.0,2015-10-24,TripAdvisor
"This place was recommended to us and we were glad we went along. It's tastefully done out (check out the chandeliers! ), there's an extensive menu with something for everyone, efficient and friendly staff who were able to advise on food and drinks. It was a good night all round.",5.0,2015-10-20,TripAdvisor
"Having stayed many times at a hotel next door since the restaurant opened, I have been to Reds many, many more times than I can remember. Sometimes twice a day.The staff has always been incredibly friendly and welcoming. Even if there is a big employee turn over, they seem to train them really well and are able to create a comfortable, welcoming experience every time.Having eaten there around 80 times in two years it always amazes me how perfectly consistent the food is.The roasted chicken, perfectly crispy on the outside, unbelievably juicy and flavourful in the inside arrives perfect every time.The steaks are always soft and flavourful, the stockton club sandwich is really, really good, just to name a few.Even if the food is amazing, what got me hooked at first were the drinks. The cocktails are a perfect mixture of classical and very creative. My favourite without doubt is the Maple Bacon infused Manhattan. This is a perfect place for a quick bite, a romantic dinner or a boisterous night with friends. This place alone has elevated the energy of an area that till very recently was a dead zone in Toronto.",5.0,2015-10-17,TripAdvisor
"First night in Toronto stayed in a nearby hotel and found this gem. Ordered steak and salad which appeared without too much of a delay. Excellent service by a charming lady who it transpired had a Nan living in Southampton! After a couple beers asked for the bill which we found very reasonable.So much so that we decided to go for another meal the next night. This time sitting in the restaurant area which was quieter. Again, the service was very good with reasonable prices.Our server from the previous evening spotted us and came over to chat about our day.",5.0,2015-10-17,TripAdvisor
"We visited here having literally arrived in Canada for about an hour so were absolutely starving. The food was excellent value for money. I had the peppercorn steak with skin on fries which was exactly what was needed having spent the day travelling from New York. Despite not having waited for that long for the food I.e. about 15/20 minutes, the manageress said we waited too long for her liking so she offered us free desserts for which we were shocked and gladly accepted. Excellent customer service and Canadian hospitality and they couldn't do more for us. They also serve some great quality beers and ales some of which are only 5 dollars a pint on certain days and go great with the food. We loved the place so much we went back for our last meal before our flight back home. Highly recommended!",5.0,2015-09-24,TripAdvisor
Excellent food and service.Cant recommend highly enough. Sports also showing on large screens with great music playing too.,5.0,2015-09-20,TripAdvisor
"Found this place across the street from the Chelsea Hotel where I was staying for a business meeting. Great atmosphere, friendly service and many delicious menu choices, I had the Sirloin Oscar topped with lobster, crab and shrimp and a house made hollandaise sauce. I had heirloom carrots and asparagus as my sides and the presentation was colourful and appetizing. My steak was cooked to a perfect medium rare and the entire meal was delicious! What really surprised me was the prices. Very reasonable prices for all menu items, cocktails and wines. Drink specials on a Saturday evening included $5 cocktails and Stella beer. I highly recommend this place when staying in downtown Toronto!",5.0,2015-09-20,TripAdvisor
"On our first night in Toronto we popped in here as it was directly across the road from our hotel. 2 steaks perfectly served and a delicious gin based cocktail for my good lady and a beer for me. Service was exemplary and the floor managers play list was superb, a cracking mix of old and new tunes, which added wonderfully to the atmosphere. I can only offer this as evidence of the high regard in which we hold this eatery, my wife and I took our friends there for our last meal in Toronto to thank them for all the time they spent on us. I wouldn't take them anywhere I ddidn't consider outstanding.",4.0,2015-09-14,TripAdvisor
"Food was great, really good drink menu, especially for beers and riders, staff lovely and helpful. Would recommend it!",5.0,2015-09-07,TripAdvisor
We were a large group and they set us in a private room that was very nice. For an appetizer we had the guacamole with lobster. An interesting combination and it was good. I had sea bass and it was cooked nicely and the sides served with it were also good. Most people had steak which looked and smelled amazing.,4.0,2015-09-07,TripAdvisor
"A little slow to start with, one server came and seated us, the next server came and said someone would be with us? Sat for a good 10 minutes, finally a server came and brought us a drink, then a another server came to take our order. Husband had seafood luingini, said was really good, my granddaughter had, lamb & salad, was very tender, salad could of used a little more imagination but was ok, I had salmon, it was delicious. Had a couple of beer and mojitos, first was really good, second was just ok. All in all food was good, server was attentive, total was $140 with tip.",4.0,2015-08-30,TripAdvisor
We had a really nice dinner at Reds. It is a bit pricey but the meals were very good. One of our party had Ahi tuna - quite good. Our table was outside with a nice view of the street.,4.0,2015-08-29,TripAdvisor
"Reds has the best location, Yonge & Gerrard, and a big outdoor seating. Otherwise, the food is average typical bar eats and the service is nonchalant. We were totally ignored and became persona non grata for almost an hour after being seated. The only 2 saving graces were the cheap jug of beer and the 25% discount card of our friends who are the residents of Aura!! Red is not always beautiful and certainly not my desire colour!!!",3.0,2015-08-29,TripAdvisor
"The service was outstanding, and the food was even better. A good choice of draught lager as well. Quaint decor but it was just right for the atmosphere.",5.0,2015-08-28,TripAdvisor
Had a meal in it in our first night and drinks another night 5 of us dined there and we all agreed the food was good very tasty huge portions and reasonably priced,5.0,2015-08-21,TripAdvisor
We have passed this place several times while walking up Yonge Street and often wondered about it. We had cause to come here on an weekday afternoon when the neighbouring pub - the Elephant and Castle - was having AC issues.Let's just say that we wished we are would have stayed at the Elephant and Castle with their heating issues.The waiter was some pretty boy who wasn't that much interested in service. The food was just OK but it was seriously overshadowed by the bad service. Twice we had the timer on the incompetent waiter and we're close to walking out if he didn't deliver. We ended up going next door to the un-airconditioned Elephant and Castle after our meal just so we could experience some great service - something that was seriously lacking at this hole. Long story short - avoid this place like the plague.,2.0,2015-08-19,TripAdvisor
"We came here after a night game at the Rogers Centre, so probably arrived around 10:30 or so. There were about 10 of us in the group and we were looking for dinner, so they were able to accommodate us. Everyone seemed to enjoy their food. The ribeye was good, although pretty peppery. If that's your thing, you'll love it. Chicken wings were another hit. Drinks were good and strong. Service was a little slow, but our server was very sweet. Overall, this was a really nice place. We also played a couple of games of shuffleboard, which was fun (on a little mini table, but still). Seemed like we had quite a few drinks and everyone got at least an appetizer and the bill was still under $300, including tip. Not bad at all.",4.0,2015-08-18,TripAdvisor
This review is only for drinks. Great outdoor patio to have drinks with friends. It's situated off Yonge street so it has a nice atmosphere without cars zooming by. The star drink seems to be their specialty menu of creating your own gin and tonic. Please ask for this menu as it was not given to us and we had to ask specifically for it - my friend was here before so she knew about it. It has a variety of gin - maybe over 20! There are also tonics and herbs that you can choose to create a unique drink. The G&T comes in a huge goblet with ice. It's quite nice and I would go back for that.The other gin based drink was called Al Fresco - recommended by the waiter - I found it too sweet - like juice - so I wouldn't recommend that if you're looking for G&Ts.,4.0,2015-08-17,TripAdvisor
"This place was just to our liking. We could sit on the patio outside and the menu was great. Steaks were good quality and cooked however you like them. Bottles of wine were reasonably priced. Service was a bit slow, but we were on holiday so not that bothered and the music was good to listen to aswell. Good prices all round.",5.0,2015-08-12,TripAdvisor
"This was a last minute decision for dinner. It turned out to be pretty satisfying. Like many other reviewers had pointed out, the service is very slow there. We didn't get our food for about 45 min. But we were not particularly in a hurry, so it didn't bother us too much. If you're in a rush, find another place. The food was delicious, but nothing too special. The sauteed mushroom was so good we ordered another one. But the second one was not as tasty - a bit rushed, we think.",4.0,2015-08-11,TripAdvisor
Food was good but our server spent most of the evening trying to impress one of his fellow servers rather than focus on serving customers.,3.0,2015-08-10,TripAdvisor
The decor is quite nice. Great place for work lunches or after-work cocktails. I would highly recommend the curry and their amazing chicken wings. Their prices are slightly higher compared to other options in the area though and service can be slow.,4.0,2015-08-04,TripAdvisor
I really like this Restaurant bar .Reds MIdtown Tavern offers different vegetarian and vegan options ..they also have happy hours 20 Oz.beer fir 5.00$ wish is amazing.I Recommend Quinoa and kale salads.chicken main plate is great.Great beer.It's always busy and service is really slow but staff is friendly and gorgeous ....so if you are not in a rush and you are a patient person it's ok ...Enjoy,4.0,2015-08-03,TripAdvisor
"I went there with some friends after work for the first time. I was surprised by the affordable prices, but that was the only good thing. My friend asked for a cocktail that came with a nice little surprise in it... a beer cap!. I work in hospitality so i can understand certain things like slow service in a busy night, or even hair the food... but a beer cap in the cocktail?? that only shows that the bar standards are extremely low. The other big thing that made it for a bad expirience was the time it took the server to bring the drink to the table... Not because she was busy, but because she spent good 10-15 mins talking to couple of guys at the bar, completly ignoring her section.. it didnt even look like she was working anymore. They took the drink off the bill, and the server did apologize for the cap in the cocktail, but i just cant forget bad service... never again!",2.0,2015-08-02,TripAdvisor
we were there for my wife's Birthday - food was great but service was really slow. We asked often for salt and pepper - but the service was nice! i would still go there for another steak !,4.0,2015-08-01,TripAdvisor
"Enjoyed some great steak here with a loaded baked potato. Atmosphere is fun and relaxed, if a bit noisy. Nice location with a patio.",4.0,2015-07-29,TripAdvisor
"The place wasn't that busy but it took a while for our waiter to wait on us, and then he got the order incorrect. We had to ask for our check after we had been finished for a while. The food was good, though!. We ordered Bloody Mary's and did not know that they weren't popular in Canada! I wouldn't do that again - they were awful.",3.0,2015-07-23,TripAdvisor
The atmosphere is great - can eat outside or inside. Great place to meet for a drink. The wait staff is so-so. Our server seemed overwhelmed with 3 tables. I had the tuna salad and my companion had the seafood linguine. His was served cold and my had a small eyelash (?) in the food - but the tuna was till tasty. Great wine and beer list.,3.0,2015-07-21,TripAdvisor
"Restaurant has a patio , spacious interior with TV screens. Went during lunch time for summerlicious menu. There were 10 of us and we ordered different items from the menu, everyone liked their food. The shrimp Gazpacho salad was creative, the summer salad looked colorful with fresh greens and colorful fruits and nuts. The entrée of trout, skin was very crispy, the fish itself had flavor. The middle eastern fried chicken was a bit too spicy. Wouldn't recommend it if you can't take spicy food.For dessert - the strawberry and gin parfait would do with a little more gin, could hardly taste the gin in it. In it was more cookies than strawberries. But my friend loved it, I preferred the peach crumble that was warm and peachy.The group liked the food, some liked it enough to return. The service is friendly, however, extremely slow. It wasn't even busy at the time. Food was slow in coming, It took 3 hours for this lunch. Luckily our boss was with us, otherwise, we'd have had some explaining to do when we got back to the office.",3.0,2015-07-19,TripAdvisor
Across from our hotel so we went several times for drinks and dinner. Large restaurant with great sidewalk tables. Standard food with good choices. Inside bartenders very friendly.,4.0,2015-07-18,TripAdvisor
Sat on the patio on for a late Saturday night dinner - great atmosphere. Quite loud music which was fine for me but might not be for everyone. I had the lobster steak and it was cooked perfectly. The loaded baked potato was just ok. I had a mojito which was very good too. Our food took a long time to come out. We didn't have to complain - the manager took the initiative to come over and apologize and comped our food bill. Mistakes happen and when it did they took care of it immediately.,4.0,2015-07-08,TripAdvisor
"I was in town for business and the hotel recommended this restaurant.I am a gourmet cook and I know ingredients/flavor very well. I went in for happy hour. My salmon was tasty. The reason I rated this restaurant a 3 was that I was overcharged for the happy hour. I was in a hurry so I realized this after I got home. I paid separate for my wine and food. The food bill was fine but the wines were cheaper because of ""happy hour pricing"". Well I paid $45.00 for 2 small wine tastings and 1 glass, these were wines included in the happy hour pricing. The wine bill should've been no more than $20.00.",3.0,2015-07-06,TripAdvisor
"I visited Reds on a Thursday night with friend. It didn't really look busy that night so I felt the service was a bit slow but since we were chatting, it wasn't that horrible. Now, about the food - we ordered a couple of appetizers, the shrimp ceviche and crispy potato flat bread. The ceviche portion a bit small portions since its served on top of tortilla chips but it was tasty. The best was the flat bread, I was expecting something different but this was delicious. I have to warn you though, it's quite heavy but somehow you can't stop eating it. Main course I ordered the special of the day which was rainbow trout with lentils, it was very very good. Dessert, flourless chocolate cake ... It's ... Good in an interesting way. It's like a chocolate mousse but has some peanuts which gives the salty touch and some banana with some caramel ... So it wasn't to die for but good and you keep eating it trying to figure out what it is that other ingredient, if you know what I mean ;) Overall it was a good experience, good food and ok service. The bill came to about $150 - appetizers, main dish for each, one dessert and 3 drinks - which is on the expensive side for 2 people but I would visit again.",4.0,2015-07-02,TripAdvisor
"I dine weekly at any of the restaurants by Sir Crop, the management company that owns Red's. I spend over $800 a month at their restaurants and have always received good to excellent service. So I was very much looking forward to a Friday night out with a bottle of wine at Red's. What an absolute disappointment.We ordered our favorite, a Kermit Lynch Cote-du Rhone that was selling at an extremely good price ($42) as we typically pay over $60 for this bottle in Yorkville. It was disappointing to learn, 10 minutes later, that this wine was out of stock. Our waiter then mentioned they were out of 3 additional bottles, and after he pointed out which ones, we proceeded to order a different bottle of wine from Italy as well as some food. Imagine our surprise when he came back another 10 minutes later to tell us, that this bottle too, was out of stock. After asking him to check his cellar and come back, something he refused to do and insisted that they had all the other wines, we finally ordered a 3rd bottle. Few minutes pass and he comes back with a bottle. We take a look at it, and realize he has brought the wrong wine from a totally different Region (we ordered a European wine and he bought us one from Argentina). We point this out to him, and please note, it has now been 30 minutes and we have no food or wine. He goes to the bar and then comes back saying that this 3rd bottle is also sold out so they just substituted it to a different bottle! Rightfully so, I got angry and asked to speak to their manager. Their manager, whom I will not name, came over to us with a smirk on his face. I assume he thought we were students looking for a hand out. He leaned over our table, put his chin on his hands, and asked us what he could do for us. I re-iterated the story and the entire time he was just smirking away and not really caring about what we said. Not once did he apologize, he just made excuses and told us to give him 7-10 minutes to see what he had in his cellar. Within a munute he comes back with our original Cote-Du-Rhone! At this point, we wer done and asked to leave. Rather then apologizing, he just said ‘Are you sure you want to leave? I will comp this bottle which should make you happy’. That was just adding insult to the injury here and we walked out.I received a survey asking me to rate my experience and I gave it a 0. I e-mailed back and forth with their Regional manager who apologized and made excuses and finally offered me a free dinner with a bottle of wine as well as a personal apology on the day we go there. I finally agreed to this as I thought he was trying. So when I gave him a date, imagine how I felt when he said he will e-mail a $50 gift card to the restaurant of my choiceThey do not value customers. If they did, they would genuinely try to apologize, and if management is saying I will be there personally to greet you and dinner with wine is on me, why are you sending in a gift card and then capping dinner? The restaurant we chose - minimum we have ever spent there is $160!! We declined his offer, as again, we wanted to bring attention to the service issues and get a proper apology, not a freebie. I will be thinking twice before I ever go into any of Sir Corp restaurants again will make sure I tell everyone of my experience.",1.0,2015-06-22,TripAdvisor
"Of the hour and a half i was there with the spouse, 10 minutes was eating and the rest was either waiting for an acknowledgment for ordering, or the bill, or for a question to be answered.Decor is nice but it is loud and spread out. food was a 3, service was a 0",1.0,2015-06-20,TripAdvisor
"The wife and I ate here twice on out recent visit to Toronto. Had the Rib eye the first night. Done to perfection(rare). Plenty on the plate at a very good price, Very big range of choices on the menu With 3 courses each and some drinks we paid about 90 dollars, Canadian,(£45) on the two evenings. Very friendly staff, warm welcome, fast service, You don't have to wait long for the food to arrive, but you don't feel rushed. On the second night the wife's steak was a little underdone but this was no problem, they took it away and brought it back done perfectly.",5.0,2015-06-20,TripAdvisor
"Food was over priced and the menu was not very varied. In addition the taste was only average.Reds is located in a good area, has a nice layout and is a cool place for a drink. Although our server was very polite and friendly, the majority of the rest of the staff seemed quite rude.",3.0,2015-06-16,TripAdvisor
Ate here for a birthday celebration. Staff was friendly. Server was prompt and friendly. Decor is nice--wood. Location is great at the corner of Gerrard and Yonge. Equidistant between Dundas and College subway stations. Everyone enjoyed their food. I had the Tuna Ahi Nicoise: very tasty and fresh. My dad had the rib-eye steak with chips (fries) for $21.95--it was done to perfection and the chips were great. The others loved their meals too. Server brought dessert with a sparkler and let us sing Happy B-Day at our discretion (no embarrassing group staff sing alongs). Only slight annoyance was the music--a little loud and dance clubbish for me but then again I'm very picky about my music.,4.0,2015-06-14,TripAdvisor
"Excellent location in the city, I ordered a rib eye steak, cooked perfectly, tasted just as nice. It was definitely a higher end venue, and as prices go, it was not as expensive as some of the other venues I ate in whilst in Canada.I would eat here again without question.",4.0,2015-06-09,TripAdvisor
This place was so horrible!we walked in and were looked down apon by 2 of the girls and were then shown to a table close to the door it was freezing!!! also being so close to the entrance we had people nocking the table every time ther went past. but we thought we would give it a go least have a drink.Getting any ones attention as a mission but then we placed our orders and waited when the drinks came my beer was ok but girlfriends cocktail was bland. After it taking lots of effort to order drinks we then had 4 differnt waiters come up and push us to order food. even when we said we hadnt really looked yet we were being suggested food. inbetween be3ing pushed to order food and freezing (when i say cold we had thurmals singlet shirt jumper snowjacket on) we looked at the menu and nothing on it looked warm or appealing. after the fith suggestion of what we should eat id had enough paid for our drinks and went accross the road to the elephent where we had eaten the night before. and how great that was it was warm cosy nice staff and good drinks.,1.0,2015-06-08,TripAdvisor
"I went to Reds with a friend, and having looked at the menu before going, I was a little discouraged. No information about allergies/intolerances. When I got there, the waiter was INCREDIBLE! I shyly mentioned my intolerances of gluten and dairy products, expecting him to apologize for not having anything. Instead, he went through the entire menu and told me what I could have and subs I could make to have other items. There were a lot of options!! I had the thai chicken lettuce wraps and they were fantastic! Ofcourse, crosscontamination risks are the same as any restaurant. I had no problems, and was so thankful they were so accomodating! Phew!",5.0,2015-06-04,TripAdvisor
We asked out hotel concierge to recommend a restaurant that did a great steak on our first night. He recommended Reds on Gerrard and Yonge. The menu had lots of choice although be careful with some of the dishes if you don't like a lot of spice. Steaks were amazing and cooked perfectly and the salads were good too.,4.0,2015-05-31,TripAdvisor
"This is not your average lunch spot, it's a bit pricey for a quick bite. Love the patio and the vibe, it's a chic spot. Menu has lots of variety including great salads with some unique combinations. I had the quinoa and kale, but substituted chicken for salmon. It was delicious, and very light, perfect for a warm summer afternoon. I would go again for a special occasion. ",4.0,2015-05-30,TripAdvisor
"Went here as we'd been for drinks the night before and thought the food looked good, both my wife and I ordered the 14oz rib eye which was $19.95 with a side (excluding tax as usual!) steak was cooked to perfection, succulent and tasty, we ordered the side of loaded jacket potato which was good but tasted as it had been frozen, service was good plus we had the added bonus of seeing the batmobile!! Good food on Yonge Street.",4.0,2015-05-30,TripAdvisor
"We ate here tonight and loved it! The main reason we chose Reds was because of the location (opposite our hotel) and they said they would put the Rangers game on the TVs for us, which they did.Lovely feel to the establishment and very friendly staff. Great selection of beers and the gin menu looked interesting. I'll take advantage of that next time.Our party of 5 had a variety of salads, soup and pasta - every dish was delicious and well presented. Desserts were to die for too.Overall we had a great time with delicious food and hope we get the chance to go back again this trip.",5.0,2015-05-24,TripAdvisor
We went here on a Friday evening. The service was excellent.I had pork and it was very tender and delicious. I think it was one of the bestpork dinners I've ever eaten.,5.0,2015-05-24,TripAdvisor
"We ate here because my husband wanted to try the local fish special written on the chalkboard outside...I wanted sushi. When we ordered, he found out that the fish and salmon had sold out, so he got roast chicken. I didn't see anything exciting on the menu, so I got the classic cheeseburger. He liked the chicken (it was juicy and not dry) and he really enjoyed the roasted shallots that it came with.My cheeseburger was not too appealing..nothing special about it; however, the seasoned fries that came with it were very tasty, and more enjoyable than the burger . For $16.95, the cheeseburger was a normal size....I had thought it would be bigger, for example, Whopper-sized.We also had the Panang coconut chicken soup which was terrible!!! My husband says to ""don't even think about ordering it"". It was tasteless with 2-3 miniature cubes of chicken....I would not recommend this at all. Since we paid $8.95 for it, I managed to somehow swallow the rest of it without trying to taste it. I'm sure you can get tastier food for the money elsewhere.",3.0,2015-05-17,TripAdvisor
"We visited Reds Midtown on arrival in Toronto. We had 2 drinks. Nice atmosphere inside, and staff were very friendly. There was an outdoor seating area too, but over looking the main road",4.0,2015-05-17,TripAdvisor
Have had a wonderful meal here in this very beautiful resturant.Service is okay although very slow in getting to us. Had steak Oscar ..wonderful..melt in the mouth.Still waiting to be asked if we want dessert.Think we will go get Gelato somewhere on bayview.,4.0,2015-05-10,TripAdvisor
I dined in Reds twice this week while visiting Toronto. I found the food to be really good. I had the steak one night and the salmon the other. Both were excellent. Staff were vey friendly and good fun.,5.0,2015-05-07,TripAdvisor
We ate dinner at Reds which is directly across the street from the Eaton Chelsea where we were staying; very handy indeed. The waiter we had was excellent and he looked after us very well (he suggested a good bottle of wine which we enjoyed greatly). My grown up children both had steak which they said was done perfect; my wife and I each had the chicken which also was done perfectly. I strongly suggest this establishment if you need a great place to eat which is close to the Chelsea.,4.0,2015-04-02,TripAdvisor
"We started our evening off with the sliders and they were AMAZING! Also, we had a great waitress, who was nice enough to make me a mock tail. Most restaurants I went to told me to order pop or milk when I made this request, which annoyed me, being pregnant I like to have a 'fancy' drink once and a while. This was a great restaurant for steak. I had the Oscar Sirloin and my husband had the Lobster Sirloin. The steaks were perfect, not too large and served with Caesar Salad which was pretty good. I enjoyed the atmosphere, the prices and the quality of food. I'd go back again!",4.0,2015-03-26,TripAdvisor
"Pros- roast chicken was tasty and moist- large, clean dining area with many flat screen TvsNeutral- interac was haywire and so it took forever for some of us to pay our bill- not a lot of dairy-free menu optionsCons- overpriced for a slightly above average meal",3.0,2015-03-15,TripAdvisor
We had the curry specials which were delicious but could have been hotter ( spicier ). The martinis were the best we have had in a long time. Comfortable seating in the quieter area of the restaurant but lots of people enjoying the noisier bar scene,4.0,2015-03-13,TripAdvisor
"Though it wasn't our plan, we stuck to the seafood dishes this evening. After starting with a fair selection of local beers we chose the lobster guacamole as a starter. The flavor of the lobster was unfortunately obscured by the fresh guacamole and salty,?home made? chips. I chose the cioppino which was very good and my wife had the calamari appetizer. It was on a tasty red sauce with fried lemons mingling among the squid. The highlight of the evening was the friendly waitresses who gave us many ideas for our first visit to Toronto.",4.0,2015-03-05,TripAdvisor
"Reds Midtown Tavern aka Reds Wine Tavern is located at the northwest corner of Yonge and Gerrard Streets, just across the street from the Delta Hotel, so right in the heart of downtown Toronto.One of the taglines on their web site refers to 'Trendy Shareables and Cocktails', and this casual restaurant does cater to the younger Torontonian or visitor, with rather loud music and hip-looking young servers. Our decidedly unhip group of four arrived on a Wednesday evening around 6 pm without a reservation, but after some consideration we were very kindly shown a table on the second level.Service was good, although it did slow down a bit as the place got progressively busier during our meal. But we were not in a rush, so not a problem.Reds has a smallish but interesting-looking menu, bearing in mind that with menus less is generally more because it typically reflects a focus on quality. Reds was also featuring their 'Winterlicious' prix fixe menu, a promotional activity at many downtown Toronto restaurants at this time of year.Most of us selected from the Winterlicious menu. I had the Sweet Potato and Smoked Bacon Soup, Yuzawa Shrimp with Rice, and the Potted Blueberry Cheesecake. This is $25 all in, so an extremely reasonable price.I enjoyed the flavour and texture of the soup. It was served not very hot, and I do not know if that was a feature or a bug. I would have preferred it warmer.The Yuzawa Shrimp features an interesting chili and citrus sauce which was something new for me. It has a little bit of a kick but is not overwhelming. Again, I found this dish served not very hot. The beans were okay and the rice was fine. The portion was not large, so a starter is definitely a good idea.The cheesecake was served in a glass, so an interesting and attractive presentation. Hipness was in evidence, as the 'crust' at the bottom of the glass consisted of loose graham cracker crumbs that were a little dry. But overall enjoyable.I would definitely recommend Reds, and am interested in returning to try a few more of their dishes.",4.0,2015-02-16,TripAdvisor
Reds Midtown Tavern is a step above your average burger and wings pub. Efficient servers and tasty food are a welcome addition to the Yonge St. strip. The menu features a variety of well executed dishes with something for everyone. The grilled chicken is a winner.....some of the most delicious chicken I've ever tasted.,4.0,2015-02-03,TripAdvisor
"I stopped in for a quick dinner between the end of my business day and working at my hotel. Service was professional and very friendly, and the waiter's wine suggestion was quite nice; the by-the-glass wine selection is a little limited, but that's not unusual. I ordered a steak and potato, and the steak was properly done and very tender, and they were generous with the toppings on the baked potato. It is worth a trip back the next time I am in the area.",4.0,2015-01-31,TripAdvisor
"From the moment you enter the staff are attentive, professional and above all genuine. The meal was superb. Imagine a perfectly seared steak and deliscious sides at a price point most establishments charge double for. Value added with the atmosphere and knowledgeable servers, their suggestions were spot on. Ayla the GM left a lasting impression which will have us back on a regular basis. Well done!",5.0,2015-01-30,TripAdvisor
"Great service, the GM is amazing ask for Ayla. great food, great music. We had a group of friends and was treated like kings",5.0,2015-01-30,TripAdvisor
"stayed at the Eaton Chelsea and discovered this funky eatery across the street. very friendly staff, some unique items on the menu. The Calamari was tender, I would recommend them, the tandoori chicken salad and leaf wraps",5.0,2015-01-24,TripAdvisor
"Loved the private dining room, vegan, lactose free and gluten free options from the kitchen which were delish...Best drink EVER, try the bacon whiskey?Wish there were more menu optionsCool crowd, helpful waitstaff",5.0,2015-01-12,TripAdvisor
"Reds at Gerard and Yonge is a fine restaurant/pub. Whether it's for lunch, dinner, a quick drink or an office gathering this is a good solid choice. The food is actually quite good. The wait staff are always very friendly and helpful. The wine list is extensive and they have plenty of craft beer on tap.",4.0,2015-01-08,TripAdvisor
"This is located at the northwest corner of Yonge & Gerard, the atmosphere is great as well as the menu. The prices are very reasonable. The service is great, super friendly & knowledgable. Be sure and read the note pads :)",5.0,2015-01-05,TripAdvisor
"Our server was very obliging, but the food was bland and the New Years celebration was pretty much non-existent. There was supposed to be a block party but I have no idea what happened with that.",3.0,2015-01-05,TripAdvisor
